,Start station,End station,Start date,Start station number,End date,End station number,Account type,Total duration (Seconds)
12313,Midtown Greenway & 5th Ave S,11th Street & Hennepin,14,14,14,14,14,14
12314,Midtown Greenway & 5th Ave S,11th Street & Marquette,3,3,3,3,3,3
12315,Midtown Greenway & 5th Ave S,15th Ave SE & 4th Street SE,2,2,2,2,2,2
12316,Midtown Greenway & 5th Ave S,18th Ave Trail & 2nd Street NE,6,6,6,6,6,6
12317,Midtown Greenway & 5th Ave S,22nd Ave S & Franklin Ave,21,21,21,21,21,21
12318,Midtown Greenway & 5th Ave S,23rd Ave SE & University Ave SE,1,1,1,1,1,1
12319,Midtown Greenway & 5th Ave S,25th Street & 33rd Ave S,28,28,28,28,28,28
12320,Midtown Greenway & 5th Ave S,26th Street & Hennepin,18,18,18,18,18,18
12321,Midtown Greenway & 5th Ave S,26th Street & Lyndale,84,84,84,84,84,84
12322,Midtown Greenway & 5th Ave S,27th Ave S & Minnehaha Ave,18,18,18,18,18,18
12323,Midtown Greenway & 5th Ave S,27th Ave SE & University Ave,3,3,3,3,3,3
12324,Midtown Greenway & 5th Ave S,28th Street & Nicollet Ave. S,25,25,25,25,25,25
12325,Midtown Greenway & 5th Ave S,2nd Ave N & N 6th Street,2,2,2,2,2,2
12326,Midtown Greenway & 5th Ave S,2nd Ave N & Washington Ave N,1,1,1,1,1,1
12327,Midtown Greenway & 5th Ave S,2nd Ave S & S 3rd Street,2,2,2,2,2,2
12328,Midtown Greenway & 5th Ave S,2nd Street SE & 5th Ave SE,5,5,5,5,5,5
12329,Midtown Greenway & 5th Ave S,38th Street Light Rail Station,12,12,12,12,12,12
12330,Midtown Greenway & 5th Ave S,3rd Ave S & E 38th Street,7,7,7,7,7,7
12331,Midtown Greenway & 5th Ave S,46th Street Light Rail Station,4,4,4,4,4,4
12332,Midtown Greenway & 5th Ave S,4th Street & 13th Ave SE,3,3,3,3,3,3
12333,Midtown Greenway & 5th Ave S,4th Street S & 19th Ave,16,16,16,16,16,16
12334,Midtown Greenway & 5th Ave S,5th Ave N & 4th Street N,1,1,1,1,1,1
12335,Midtown Greenway & 5th Ave S,5th Street E & Minnesota Street N,1,1,1,1,1,1
12336,Midtown Greenway & 5th Ave S,6th Ave SE & University Ave,20,20,20,20,20,20
12337,Midtown Greenway & 5th Ave S,7th Street & 4th Ave S,6,6,6,6,6,6
12338,Midtown Greenway & 5th Ave S,7th Street N & Plymouth Ave N,2,2,2,2,2,2
12339,Midtown Greenway & 5th Ave S,7th Street SE & 10th Ave SE,7,7,7,7,7,7
12340,Midtown Greenway & 5th Ave S,9th Street & 4th Ave,5,5,5,5,5,5
12341,Midtown Greenway & 5th Ave S,9th Street N & Hawthorne Ave,2,2,2,2,2,2
12342,Midtown Greenway & 5th Ave S,Bohemian Flats,19,19,19,19,19,19
12343,Midtown Greenway & 5th Ave S,Boom Island Park,2,2,2,2,2,2
12344,Midtown Greenway & 5th Ave S,Broadway & Marshall Street NE,1,1,1,1,1,1
12345,Midtown Greenway & 5th Ave S,Carleton Street & University Ave ,1,1,1,1,1,1
12346,Midtown Greenway & 5th Ave S,Central Ave NE & 22nd Ave NE,1,1,1,1,1,1
12347,Midtown Greenway & 5th Ave S,Chicago & 27th Street,19,19,19,19,19,19
12348,Midtown Greenway & 5th Ave S,Chicago Ave & S Washington Ave,6,6,6,6,6,6
12349,Midtown Greenway & 5th Ave S,Civil Engineering,1,1,1,1,1,1
12350,Midtown Greenway & 5th Ave S,Cleveland Ave S & Highland Parkway,2,2,2,2,2,2
12351,Midtown Greenway & 5th Ave S,Coffman Union,3,3,3,3,3,3
12352,Midtown Greenway & 5th Ave S,Como Ave SE & 29th Ave SE,2,2,2,2,2,2
12353,Midtown Greenway & 5th Ave S,Como Park Conservatory,1,1,1,1,1,1
12354,Midtown Greenway & 5th Ave S,Currie Park,63,63,63,63,63,63
12355,Midtown Greenway & 5th Ave S,Delaware Street SE & 26th Ave SE,12,12,12,12,12,12
12356,Midtown Greenway & 5th Ave S,Dupont Ave & 22nd Street,19,19,19,19,19,19
12357,Midtown Greenway & 5th Ave S,Dupont Ave S & W 29th Street,58,58,58,58,58,58
12358,Midtown Greenway & 5th Ave S,E 38th Street & 42nd Ave S,6,6,6,6,6,6
12359,Midtown Greenway & 5th Ave S,E Franklin Ave & Bloomington Ave S,17,17,17,17,17,17
12360,Midtown Greenway & 5th Ave S,East Lake Street & 36th Ave S,14,14,14,14,14,14
12361,Midtown Greenway & 5th Ave S,Elliot Ave S & E 24th Street,2,2,2,2,2,2
12362,Midtown Greenway & 5th Ave S,Elliot Park,9,9,9,9,9,9
12363,Midtown Greenway & 5th Ave S,Franklin & 11th Ave,3,3,3,3,3,3
12364,Midtown Greenway & 5th Ave S,Franklin & 28th Ave,29,29,29,29,29,29
12365,Midtown Greenway & 5th Ave S,Franklin & Portland,5,5,5,5,5,5
12366,Midtown Greenway & 5th Ave S,Gateway Park,13,13,13,13,13,13
12367,Midtown Greenway & 5th Ave S,Girard Ave N & W Broadway Ave,11,11,11,11,11,11
12368,Midtown Greenway & 5th Ave S,Glenwood Ave & N Morgan Ave,1,1,1,1,1,1
12369,Midtown Greenway & 5th Ave S,Grand Ave & Fairview Ave,3,3,3,3,3,3
12370,Midtown Greenway & 5th Ave S,Grant Street & Portland Ave,48,48,48,48,48,48
12371,Midtown Greenway & 5th Ave S,Groveland Ave & Clifton Place,1,1,1,1,1,1
12372,Midtown Greenway & 5th Ave S,Hennepin & Central Avenue NE,1,1,1,1,1,1
12373,Midtown Greenway & 5th Ave S,Hennepin & Laurel Ave,1,1,1,1,1,1
12374,Midtown Greenway & 5th Ave S,Hennepin Ave & S Washington Ave,5,5,5,5,5,5
12375,Midtown Greenway & 5th Ave S,Hennepin County Government Center,2,2,2,2,2,2
12376,Midtown Greenway & 5th Ave S,Hiawatha Ave & E 50th Street,2,2,2,2,2,2
12377,Midtown Greenway & 5th Ave S,IDS Center,2,2,2,2,2,2
12378,Midtown Greenway & 5th Ave S,Kellogg Blvd & Wabasha Street,1,1,1,1,1,1
12379,Midtown Greenway & 5th Ave S,Kowalski's Market,5,5,5,5,5,5
12380,Midtown Greenway & 5th Ave S,Lake Calhoun Center,80,80,80,80,80,80
12381,Midtown Greenway & 5th Ave S,Lake Harriet Bandshell,31,31,31,31,31,31
12382,Midtown Greenway & 5th Ave S,Lake Nokomis,7,7,7,7,7,7
12383,Midtown Greenway & 5th Ave S,Lake Street & Humboldt,88,88,88,88,88,88
12384,Midtown Greenway & 5th Ave S,Lake Street & Knox Ave S,278,278,278,278,278,278
12385,Midtown Greenway & 5th Ave S,Lake Street & West River Parkway,60,60,60,60,60,60
12386,Midtown Greenway & 5th Ave S,Logan Park,1,1,1,1,1,1
12387,Midtown Greenway & 5th Ave S,Loring Park,6,6,6,6,6,6
12388,Midtown Greenway & 5th Ave S,Lyndale Ave S & 22nd Street ,13,13,13,13,13,13
12389,Midtown Greenway & 5th Ave S,Lyndale Ave S & W 29th Street,160,160,160,160,160,160
12390,Midtown Greenway & 5th Ave S,MCAD,28,28,28,28,28,28
12391,Midtown Greenway & 5th Ave S,Macalester College,1,1,1,1,1,1
12392,Midtown Greenway & 5th Ave S,Malcolm Ave SE & 5th Street SE,9,9,9,9,9,9
12393,Midtown Greenway & 5th Ave S,Mayo Memorial Building,1,1,1,1,1,1
12394,Midtown Greenway & 5th Ave S,McNamara Center,6,6,6,6,6,6
12395,Midtown Greenway & 5th Ave S,Midtown Exchange,57,57,57,57,57,57
12396,Midtown Greenway & 5th Ave S,Midtown Greenway & 5th Ave S,255,255,255,255,255,255
12397,Midtown Greenway & 5th Ave S,Midtown YWCA,43,43,43,43,43,43
12398,Midtown Greenway & 5th Ave S,Mill City Quarter,2,2,2,2,2,2
12399,Midtown Greenway & 5th Ave S,Minneapolis Farmers Market,1,1,1,1,1,1
12400,Midtown Greenway & 5th Ave S,Minnehaha Park,15,15,15,15,15,15
12401,Midtown Greenway & 5th Ave S,Mpls Convention Center,10,10,10,10,10,10
12402,Midtown Greenway & 5th Ave S,N 4th Ave & W River Parkway,5,5,5,5,5,5
12403,Midtown Greenway & 5th Ave S,N Milton Street & Summit Ave,1,1,1,1,1,1
12404,Midtown Greenway & 5th Ave S,Nice Ride World Headquarters,24,24,24,24,24,24
12405,Midtown Greenway & 5th Ave S,Nicollet & Franklin,25,25,25,25,25,25
12406,Midtown Greenway & 5th Ave S,Nicollet Ave & W 37th Street,34,34,34,34,34,34
12407,Midtown Greenway & 5th Ave S,Nicollet Island,1,1,1,1,1,1
12408,Midtown Greenway & 5th Ave S,Nicollet Mall & Grant Street,8,8,8,8,8,8
12409,Midtown Greenway & 5th Ave S,North 2nd Street & 4th Ave N,2,2,2,2,2,2
12410,Midtown Greenway & 5th Ave S,Oak Street Ramp,8,8,8,8,8,8
12411,Midtown Greenway & 5th Ave S,Park Ave & 4th Street S,21,21,21,21,21,21
12412,Midtown Greenway & 5th Ave S,Pleasant Ave S &  Lake Street,3,3,3,3,3,3
12413,Midtown Greenway & 5th Ave S,Portland Ave & Washington Ave,2,2,2,2,2,2
12414,Midtown Greenway & 5th Ave S,Riverside Ave & 23rd Ave S,4,4,4,4,4,4
12415,Midtown Greenway & 5th Ave S,S 8th Street & 2nd Ave S,2,2,2,2,2,2
12416,Midtown Greenway & 5th Ave S,Sanford Hall,2,2,2,2,2,2
12417,Midtown Greenway & 5th Ave S,Social Sciences,6,6,6,6,6,6
12418,Midtown Greenway & 5th Ave S,South 2nd Street & 3rd Ave S,4,4,4,4,4,4
12419,Midtown Greenway & 5th Ave S,Target Field Station,3,3,3,3,3,3
12420,Midtown Greenway & 5th Ave S,U of M St. Paul Student Center,12,12,12,12,12,12
12421,Midtown Greenway & 5th Ave S,University & Bank Street SE,4,4,4,4,4,4
12422,Midtown Greenway & 5th Ave S,University Ave NE & 12th Ave NE,2,2,2,2,2,2
12423,Midtown Greenway & 5th Ave S,University of St. Thomas,7,7,7,7,7,7
12424,Midtown Greenway & 5th Ave S,Upton Ave S & Sheridan Ave S,9,9,9,9,9,9
12425,Midtown Greenway & 5th Ave S,W 31st Street & Hennepin Ave S,19,19,19,19,19,19
12426,Midtown Greenway & 5th Ave S,W 36th Street & W Calhoun Parkway,38,38,38,38,38,38
12427,Midtown Greenway & 5th Ave S,W 50th Street & W Minnehaha Pkwy,2,2,2,2,2,2
12428,Midtown Greenway & 5th Ave S,Walker Art Center,13,13,13,13,13,13
12429,Midtown Greenway & 5th Ave S,Washington & Cedar,13,13,13,13,13,13
12430,Midtown Greenway & 5th Ave S,Washington & Marquette,48,48,48,48,48,48
12431,Midtown Greenway & 5th Ave S,Washington Ave N & Cedar Lake Trail,4,4,4,4,4,4
12432,Midtown Greenway & 5th Ave S,Washington Ave S & 10th Ave S,5,5,5,5,5,5
12433,Midtown Greenway & 5th Ave S,Weisman Art Museum,3,3,3,3,3,3
12434,Midtown Greenway & 5th Ave S,West 15th Street & Willow,13,13,13,13,13,13
12435,Midtown Greenway & 5th Ave S,West 32nd Street & Bryant Ave S,15,15,15,15,15,15
12436,Midtown Greenway & 5th Ave S,West 34th Street  & Hennepin Ave S,6,6,6,6,6,6
12437,Midtown Greenway & 5th Ave S,West 36th Street & Bryant Ave S,12,12,12,12,12,12
12438,Midtown Greenway & 5th Ave S,Wilder Street & Marshall Ave,2,2,2,2,2,2
12439,Midtown Greenway & 5th Ave S,Willey Hall,9,9,9,9,9,9
12440,Midtown Greenway & 5th Ave S,Williamson Hall,1,1,1,1,1,1
12441,Midtown Greenway & 5th Ave S,Wirth Beach,1,1,1,1,1,1
12442,Midtown Greenway & 5th Ave S,YWCA Downtown,15,15,15,15,15,15
12443,Midtown Greenway & 5th Ave S,YWCA Uptown,38,38,38,38,38,38
12444,Midtown YWCA,100 Main Street SE,4,4,4,4,4,4
12445,Midtown YWCA,10th Street & Nicollet Mall,1,1,1,1,1,1
12446,Midtown YWCA,10th Street E & Cedar Street,1,1,1,1,1,1
12447,Midtown YWCA,11th Ave S & S 2nd Street,11,11,11,11,11,11
12448,Midtown YWCA,11th Street & Hennepin,1,1,1,1,1,1
12449,Midtown YWCA,11th Street & Marquette,2,2,2,2,2,2
12450,Midtown YWCA,15th Ave SE & 4th Street SE,5,5,5,5,5,5
12451,Midtown YWCA,22nd Ave S & Franklin Ave,19,19,19,19,19,19
12452,Midtown YWCA,23rd Ave SE & University Ave SE,1,1,1,1,1,1
12453,Midtown YWCA,25th Street & 33rd Ave S,57,57,57,57,57,57
12454,Midtown YWCA,26th Street & Hennepin,6,6,6,6,6,6
12455,Midtown YWCA,26th Street & Lyndale,6,6,6,6,6,6
12456,Midtown YWCA,27th Ave S & Minnehaha Ave,30,30,30,30,30,30
12457,Midtown YWCA,27th Ave SE & University Ave,2,2,2,2,2,2
12458,Midtown YWCA,28th Street & Nicollet Ave. S,24,24,24,24,24,24
12459,Midtown YWCA,2nd Ave N & N 6th Street,1,1,1,1,1,1
12460,Midtown YWCA,2nd Ave N & Washington Ave N,4,4,4,4,4,4
12461,Midtown YWCA,2nd Ave S & S 3rd Street,3,3,3,3,3,3
12462,Midtown YWCA,2nd Street SE & 5th Ave SE,5,5,5,5,5,5
12463,Midtown YWCA,38th Street Light Rail Station,76,76,76,76,76,76
12464,Midtown YWCA,3rd Ave S & E 38th Street,8,8,8,8,8,8
12465,Midtown YWCA,46th Street Light Rail Station,41,41,41,41,41,41
12466,Midtown YWCA,4th Street & 17th Ave SE,2,2,2,2,2,2
12467,Midtown YWCA,4th Street S & 19th Ave,4,4,4,4,4,4
12468,Midtown YWCA,5th Ave N & 4th Street N,2,2,2,2,2,2
12469,Midtown YWCA,5th Street NE & 3rd Ave NE,1,1,1,1,1,1
12470,Midtown YWCA,6th Ave SE & University Ave,2,2,2,2,2,2
12471,Midtown YWCA,7th Street & 4th Ave S,3,3,3,3,3,3
12472,Midtown YWCA,7th Street SE & 10th Ave SE,1,1,1,1,1,1
12473,Midtown YWCA,9th Street & 4th Ave,1,1,1,1,1,1
12474,Midtown YWCA,Bohemian Flats,11,11,11,11,11,11
12475,Midtown YWCA,Carleton Street & University Ave ,1,1,1,1,1,1
12476,Midtown YWCA,Chicago & 27th Street,24,24,24,24,24,24
12477,Midtown YWCA,Chicago Ave & S Washington Ave,4,4,4,4,4,4
12478,Midtown YWCA,Cleveland Ave S & Highland Parkway,3,3,3,3,3,3
12479,Midtown YWCA,Coldwater Spring,3,3,3,3,3,3
12480,Midtown YWCA,Currie Park,3,3,3,3,3,3
12481,Midtown YWCA,Delaware Street SE & 26th Ave SE,8,8,8,8,8,8
12482,Midtown YWCA,Dupont Ave & 22nd Street,9,9,9,9,9,9
12483,Midtown YWCA,Dupont Ave S & W 29th Street,37,37,37,37,37,37
12484,Midtown YWCA,E 38th Street & 42nd Ave S,8,8,8,8,8,8
12485,Midtown YWCA,E Franklin Ave & Bloomington Ave S,21,21,21,21,21,21
12486,Midtown YWCA,East Lake Street & 36th Ave S,55,55,55,55,55,55
12487,Midtown YWCA,Elliot Ave S & E 24th Street,4,4,4,4,4,4
12488,Midtown YWCA,Englewood Ave & N Asbury Street,1,1,1,1,1,1
12489,Midtown YWCA,Franklin & 11th Ave,10,10,10,10,10,10
12490,Midtown YWCA,Franklin & 28th Ave,20,20,20,20,20,20
12491,Midtown YWCA,Franklin & Portland,19,19,19,19,19,19
12492,Midtown YWCA,Gateway Park,2,2,2,2,2,2
12493,Midtown YWCA,Hague Ave & Dale Street,3,3,3,3,3,3
12494,Midtown YWCA,Hamline Ave N & University Ave,1,1,1,1,1,1
12495,Midtown YWCA,Hennepin & Central Avenue NE,2,2,2,2,2,2
12496,Midtown YWCA,Hennepin Ave & S Washington Ave,7,7,7,7,7,7
12497,Midtown YWCA,Hennepin County Government Center,1,1,1,1,1,1
12498,Midtown YWCA,Hiawatha Ave & E 50th Street,14,14,14,14,14,14
12499,Midtown YWCA,Hidden Falls Park,1,1,1,1,1,1
12500,Midtown YWCA,IDS Center,4,4,4,4,4,4
12501,Midtown YWCA,Kowalski's Market,1,1,1,1,1,1
12502,Midtown YWCA,Lake Calhoun Center,4,4,4,4,4,4
12503,Midtown YWCA,Lake Harriet Bandshell,1,1,1,1,1,1
12504,Midtown YWCA,Lake Nokomis,15,15,15,15,15,15
12505,Midtown YWCA,Lake Street & Humboldt,43,43,43,43,43,43
12506,Midtown YWCA,Lake Street & Knox Ave S,32,32,32,32,32,32
12507,Midtown YWCA,Lake Street & West River Parkway,28,28,28,28,28,28
12508,Midtown YWCA,Lexington Pkwy & University Ave,3,3,3,3,3,3
12509,Midtown YWCA,Loring Park,4,4,4,4,4,4
12510,Midtown YWCA,Lyndale Ave S & 22nd Street ,9,9,9,9,9,9
12511,Midtown YWCA,Lyndale Ave S & W 29th Street,26,26,26,26,26,26
12512,Midtown YWCA,MCAD,17,17,17,17,17,17
12513,Midtown YWCA,Macalester College,1,1,1,1,1,1
12514,Midtown YWCA,Malcolm Ave SE & 5th Street SE,7,7,7,7,7,7
12515,Midtown YWCA,McNamara Center,2,2,2,2,2,2
12516,Midtown YWCA,Midtown Exchange,142,142,142,142,142,142
12517,Midtown YWCA,Midtown Greenway & 5th Ave S,57,57,57,57,57,57
12518,Midtown YWCA,Midtown YWCA,162,162,162,162,162,162
12519,Midtown YWCA,Minneapolis Farmers Market,2,2,2,2,2,2
12520,Midtown YWCA,Minnehaha Park,34,34,34,34,34,34
12521,Midtown YWCA,Mpls Convention Center,1,1,1,1,1,1
12522,Midtown YWCA,N Washington Ave & 9th Ave N,1,1,1,1,1,1
12523,Midtown YWCA,Nice Ride World Headquarters,18,18,18,18,18,18
12524,Midtown YWCA,Nicollet & Franklin,7,7,7,7,7,7
12525,Midtown YWCA,Nicollet Ave & W 37th Street,10,10,10,10,10,10
12526,Midtown YWCA,Nicollet Mall & Grant Street,1,1,1,1,1,1
12527,Midtown YWCA,North Mississippi Regional Park,1,1,1,1,1,1
12528,Midtown YWCA,Oak Street Ramp,3,3,3,3,3,3
12529,Midtown YWCA,Park Ave & 4th Street S,2,2,2,2,2,2
12530,Midtown YWCA,Pleasant Ave S &  Lake Street,18,18,18,18,18,18
12531,Midtown YWCA,Plymouth Ave N &  N Oliver Ave,1,1,1,1,1,1
12532,Midtown YWCA,Portland Ave & Washington Ave,2,2,2,2,2,2
12533,Midtown YWCA,S 5th Street & Nicollet Mall,2,2,2,2,2,2
12534,Midtown YWCA,S 8th Street & 2nd Ave S,2,2,2,2,2,2
12535,Midtown YWCA,SE 3rd Ave & University Ave SE,1,1,1,1,1,1
